BC,feat,trn_u,trn_s,val_u,val_s,PLD_u,PLD_s,LD1_u,LD1_s,IL1_u,IL1_s,LD2_u,LD2_s,IL2_u,IL2_s,method
5,E+M,2.074546,0.009243,2.236211,0.009893,3.152214,0.023111,3.197118,0.011132,5.835043,0.066409,2.754323,0.012822,2.379479,0.010833,NBEATS
5,E+T+M,1.342775,0.028961,2.790813,0.065499,3.805595,0.049385,12.23735,0.826731,10.894205,0.51545,13.040764,0.980689,7.486139,0.552244,NBEATS
5,E,6.865596,0.877745,5.441139,0.808493,9.243107,2.783178,12.097669,10.967226,14.490324,10.513985,14.75991,21.884483,23.177528,34.280462,LSTM+OL
5,E+T,3.959017,0.12052,2.894817,0.144168,3.460074,0.061567,3.660089,0.075894,5.148347,0.12701,2.815439,0.027678,2.572865,0.069836,LSTM+OL
5,E+M,5.968843,0.240538,4.798148,0.153664,6.947946,0.400553,7.501162,2.664605,13.409549,6.771347,8.740776,6.613869,12.796513,12.405563,LSTM+OL
5,E+T+M,5.450609,0.210553,4.188783,0.245862,5.235675,0.16339,5.309771,0.517488,7.593869,1.004299,4.038761,0.549169,3.672722,0.487171,LSTM+OL
5,E,2.565888,0.165976,2.448857,0.203195,3.097805,0.140099,3.11701,0.18143,4.95586,0.220516,2.678889,0.153776,2.492949,0.142327,LSTM
5,E+M,1.995006,0.264881,2.594016,0.372407,3.257269,0.237283,5.535586,0.517211,8.91007,0.563096,4.612106,0.475669,3.860755,0.349577,LSTM
5,E+T,2.542941,0.191469,2.382887,0.135757,3.444968,0.142896,3.311025,0.109485,6.368402,0.381885,2.779756,0.161336,2.444222,0.169095,LSTM
5,E+T+M,1.967706,0.062059,2.417839,0.08191,3.643681,0.131427,5.259077,0.282607,9.313229,0.491646,4.309009,0.26252,3.403393,0.177493,LSTM
5,E+T,3.116458,0.02279722,3.080164,0.01744636,4.320963,0.02732185,4.140458,0.02247474,7.584502,0.09719495,3.244016,0.01954398,3.198376,0.01809911,XGBoost
5,E,3.640385,0.01686126,3.23194,0.0136874,4.240595,0.01624563,4.135674,0.01827738,6.374063,0.0373661,3.587045,0.01906151,3.323798,0.01479,XGBoost
5,E+M,3.904689,0.01450269,3.3788,0.04077302,4.604122,0.01886004,6.899039,0.08238914,7.986616,0.04170853,7.157487,0.1565996,4.404563,0.08065269,XGBoost
5,E+T+M,4.207851,0.05973959,3.956125,0.0608289,5.098514,0.05073219,7.391557,0.2465533,8.339152,0.2312074,7.731785,0.298206,5.041744,0.1892917,XGBoost
5,E+T+M,4.09736,0.006301,3.28188,0.006795,4.828108,0.006259,4.622983,0.024918,8.202015,0.017145,3.781498,0.026427,3.42298,0.008925,RF
5,E,4.193874,0.008936,3.326101,0.006769,4.901661,0.006724,4.48258,0.006362,8.253567,0.012756,3.564819,0.009599,3.374046,0.007565,RF
5,E+T,5.138457,0.005601,3.882559,0.00698,5.653743,0.005739,5.140611,0.0056,9.076579,0.005748,3.925773,0.007024,3.878531,0.00718,RF
5,E+M,6.795412,0.000355,5.181488,0.007859,7.130917,0.001252,6.481376,0.000687,10.849519,0.024333,5.205185,0.002443,5.251401,0.000888,RF
5,E,3.211435742,,,,3.660550944,,3.657722811,,5.424053771,,3.138095522,,2.874713124,,VAR
5,E+M,1.696435471,,,,5.411345114,,18.20969095,,14.08419,,17.38102534,,9.03404287,,VAR
5,E+T,3.083029443,,,,4.323731209,,4.10360236,,7.907150973,,3.239695095,,2.920540215,,VAR
5,E+T+M,1.638207534,,,,5.548189626,,19.23257042,,13.18678944,,19.21191967,,10.56046298,,VAR
5,E,3.199975765,,2.758060797,,3.53082016,,3.481126069,,5.042079463,,2.856705839,,2.605756466,,VAR+OL
5,E+M,2.381536004,,3.858422971,,4.032407768,,5.64292253,,6.012598744,,3.702665816,,3.759153703,,VAR+OL
5,E+T,3.109553391,,2.866201066,,3.551347035,,3.544210634,,4.955657937,,2.924553026,,2.654286618,,VAR+OL
5,E+T+M,2.348461485,,3.791125923,,4.065009233,,5.82897062,,6.47133238,,3.953934292,,3.874344038,,VAR+OL
6,E,22.534417,0.518968,15.632275,0.451195,14.713995,0.280274,11.192691,0.213288,11.316928,0.343238,9.499678,0.224748,9.85012,0.244996,FSNet
6,E+T,26.441634,0.375614,17.391258,0.260036,18.628432,0.145379,13.007049,0.164967,13.587521,0.237752,10.915588,0.23514,12.57468,0.181662,FSNet
6,E+M,32.060066,1.180069,21.992145,0.490375,19.725108,0.249794,12.311195,0.313229,12.905026,0.2406,10.713247,0.220961,11.910511,0.136657,FSNet
6,E+T+M,23.358237,0.432781,16.383961,0.205134,16.938923,0.170573,12.074266,0.29593,12.574055,0.254908,10.372577,0.298681,11.472709,0.154441,FSNet
6,E,30.933501,0.081528,21.365133,0.071203,25.06187,0.031787,13.637098,0.095421,14.576323,0.050588,11.473508,0.055337,14.986691,0.046304,NBEATS+OL
6,E+T,38.119073,0.310459,28.950659,0.291083,28.442566,0.06844,25.567056,0.389251,22.201214,0.159285,19.315973,0.209522,19.002346,0.170444,NBEATS+OL
6,E+M,30.799063,0.171532,22.86363,0.146197,24.350988,0.081593,14.549461,0.099469,14.221268,0.112968,12.026802,0.048222,15.608184,0.119009,NBEATS+OL
6,E+T+M,40.35822,0.29859,31.527048,0.336623,29.654425,0.054857,26.60302,0.445002,23.542224,0.274797,21.451433,0.247249,19.769292,0.237287,NBEATS+OL
6,E,23.078533,0.414748,21.337926,0.790986,27.200382,0.642152,37.260338,4.561958,26.997544,1.813002,41.871259,5.270086,32.365936,3.230005,NBEATS
6,E+T,16.537885,0.298077,26.234086,0.514335,31.844966,0.285687,41.402782,2.903205,50.014092,2.706446,44.33635,3.309034,35.11759,1.611419,NBEATS
6,E+M,16.252577,0.058677,22.602129,0.231258,29.844085,0.365705,35.685884,0.805486,26.516745,0.586339,36.137815,0.993598,34.343392,0.68926,NBEATS
6,E+T+M,16.16092,0.355292,26.11175,0.320049,35.656641,0.192244,38.214062,1.186147,46.701938,1.348042,41.804321,0.977509,30.908146,0.509006,NBEATS
6,E,47.069949,16.595136,30.791444,15.93083,32.301025,2.708887,15.857645,2.695461,17.593686,3.054173,12.793704,1.485893,16.981209,1.427573,LSTM+OL
6,E+T,37.056053,0.595866,19.570774,0.846008,31.278134,0.990358,14.99228,1.213293,16.962266,1.027147,12.317511,1.029419,15.755482,0.54087,LSTM+OL
6,E+M,41.548545,10.818932,25.570584,8.791256,34.329261,3.025637,16.512906,4.470416,17.899072,3.052158,12.787085,1.517488,16.941672,1.437488,LSTM+OL
6,E+T+M,33.899022,1.194207,18.764543,0.528194,30.968683,1.317186,15.257661,1.690874,16.76556,1.65592,12.319103,1.0078,16.168906,1.025715,LSTM+OL
6,E,30.189051,3.431339,28.402227,5.335888,33.699941,4.256653,61.217923,8.281265,39.06056,5.371381,68.891138,9.011856,49.836841,7.258626,LSTM
6,E+M,16.169671,2.248052,27.959123,5.632592,33.319925,3.65684,88.159832,7.201361,60.692211,6.480803,96.068368,7.291312,54.328195,4.519871,LSTM
6,E+T,23.739949,1.648413,24.56625,2.914557,35.688537,1.894563,70.703386,6.480818,40.657676,5.586586,79.293523,6.990802,59.89684,5.392554,LSTM
6,E+T+M,18.746755,1.512287,26.884791,4.143734,35.489677,2.167439,64.918725,4.598252,44.958528,4.155483,71.584632,4.291334,50.8956,3.26736,LSTM
6,E+M,16.665045,0.07569258,30.613825,0.2909231,36.133332,0.2560958,90.304441,4.123212,61.46144,2.865389,111.1885,5.155487,68.061607,2.199267,XGBoost
6,E+T+M,20.96072,0.1144775,44.600409,0.237994,47.389513,0.2530378,108.324935,1.532111,72.162265,1.029308,116.353174,1.75553,95.795036,0.9634421,XGBoost
6,E+T,23.065186,0.1908506,28.871583,0.5509433,37.434965,0.749856,80.167931,3.713808,41.055411,1.834317,85.628258,3.85567,77.569817,3.13747,XGBoost
6,E,54.060498,1.531648,50.295792,1.765457,56.231197,1.636061,92.309754,5.284982,63.457718,2.391216,100.72286,5.791423,77.687984,3.387599,XGBoost
6,E,41.55897,0.030856,37.971861,0.070703,44.805864,0.04171,104.435007,0.077027,66.559894,0.076133,114.068609,0.077148,88.03455,0.077269,RF
6,E+T+M,56.913676,0.067669,44.28431,0.128483,55.204883,0.065028,106.315834,0.032247,68.830679,0.067538,115.957566,0.03205,90.026659,0.043159,RF
6,E+M,57.433343,0.420579,45.140071,0.603491,55.685983,0.328003,106.453001,0.185091,69.28687,0.220153,116.094523,0.18819,90.180449,0.155818,RF
6,E+T,84.105654,0.0834,65.622,0.154306,76.180297,0.238127,113.227368,1.256347,79.109819,0.968904,122.88483,1.253553,97.894231,1.189311,RF
6,E,26.75206511,,,,29.39520191,,40.54095703,,33.01841452,,47.36636069,,39.18027471,,VAR
6,E+M,16.29481497,,,,241.5780425,,86.27790069,,117.0855722,,101.8401919,,119.5253745,,VAR
6,E+T,25.22625143,,,,30.7779029,,37.74002649,,32.25846507,,43.52871521,,37.94602666,,VAR
6,E+T+M,15.45915789,,,,268.0174371,,101.7476053,,150.2133464,,120.7800909,,143.5483898,,VAR
6,E,28.56946098,,19.12182251,,24.15060978,,12.65254436,,13.64641297,,11.47837113,,16.34579474,,VAR+OL
6,E+M,26.52837577,,48.0339369,,240.5288925,,86.27790069,,117.0855722,,101.8401919,,119.7679527,,VAR+OL
6,E+T,26.10453804,,19.84631149,,24.16401302,,14.28690141,,14.8276657,,13.0609703,,16.11215455,,VAR+OL
6,E+T+M,25.79747614,,45.03262127,,264.0305515,,101.7476053,,150.2133464,,120.7800909,,143.7803199,,VAR+OL
7,E,11.850782,0.226263,12.729739,0.190414,10.21126,0.253017,5.685666,0.139768,5.945964,0.099883,4.075692,0.10882,6.209208,0.1192,FSNet
7,E+T,11.942649,0.168145,12.624271,0.208045,10.370505,0.104618,6.123491,0.149975,6.209175,0.060836,4.260766,0.05773,6.545399,0.09424,FSNet
7,E+M,12.412757,0.303154,13.495225,0.305448,11.172949,0.406979,5.836724,0.09784,6.092508,0.175704,4.387229,0.153051,6.649882,0.160453,FSNet
7,E+T+M,12.909093,0.282351,12.668912,0.27782,10.360818,0.182032,5.805045,0.127959,6.201354,0.119765,4.293379,0.092438,6.687807,0.121365,FSNet
7,E,17.780281,0.03606,21.628487,0.053799,20.212048,0.02901,10.479599,0.042101,10.519285,0.039177,7.28572,0.022957,11.123278,0.037541,NBEATS+OL
7,E+T,21.029043,0.204008,22.782606,0.164796,16.959563,0.082035,16.483585,0.226369,13.413732,0.097451,10.960306,0.091306,11.174734,0.093738,NBEATS+OL
7,E+M,15.357299,0.141474,19.906917,0.110018,13.813456,0.045858,9.480351,0.084168,7.125485,0.084295,6.660384,0.0706,8.289683,0.097395,NBEATS+OL
7,E+T+M,19.954589,0.177736,22.634444,0.292085,16.902384,0.086801,16.820977,0.177132,13.730453,0.1364,11.205449,0.116217,11.115964,0.081434,NBEATS+OL
7,E,12.360154,0.070391,18.545172,0.053421,19.787613,0.112547,16.907633,0.331132,21.993915,0.465505,46.257354,1.506053,16.932096,0.33804,NBEATS
7,E+T,5.29128,0.157368,17.706391,0.095419,21.812526,0.129914,85.404799,5.501122,77.3712,4.896335,108.851936,6.795439,39.17978,3.56542,NBEATS
7,E+M,6.195991,0.09754,15.433205,0.228258,16.05407,0.306362,16.036883,0.294391,16.17683,0.4251,21.330967,0.597151,14.700752,0.169953,NBEATS
7,E+T+M,6.965331,0.351363,18.776186,0.549684,23.096384,0.556971,42.95673,7.717904,37.162937,5.607154,58.56843,10.277387,24.567237,3.000166,NBEATS
7,E,22.657759,1.644019,29.946095,1.264307,31.643824,2.398292,11.190742,0.676206,11.461569,0.57499,6.978802,0.27184,12.147272,0.175499,LSTM+OL
7,E+T,20.808319,0.838999,22.666279,1.052487,17.465759,0.584193,11.547743,0.381804,11.103992,0.203064,6.892613,0.194259,10.676214,0.369749,LSTM+OL
7,E+M,24.938083,2.875189,34.856721,5.135944,32.292957,4.033177,11.472542,1.032093,11.345828,1.174034,6.991351,0.824174,11.625738,1.228636,LSTM+OL
7,E+T+M,23.78884,3.482091,28.957086,3.400556,27.926255,2.051897,12.621768,0.65945,11.850335,0.343531,7.514372,0.159219,11.689036,0.426531,LSTM+OL
7,E,11.365787,1.682566,17.838866,2.291987,24.160879,0.930354,19.520295,2.413908,20.983696,2.475106,28.758953,3.773367,18.239142,1.894742,LSTM
7,E+M,7.947425,1.404205,17.803958,2.000304,24.578009,0.916636,33.886744,5.981901,33.9881,4.983176,41.127901,6.523572,20.204716,2.507109,LSTM
7,E+T,10.859945,1.191667,17.231745,1.787405,23.591741,1.353593,16.118399,1.560891,17.463797,1.548192,22.872619,1.73134,16.01448,1.036264,LSTM
7,E+T+M,8.783551,1.397364,19.193759,1.911136,25.48922,1.486101,24.619841,3.529754,25.206042,2.982117,32.339625,4.445871,17.956162,2.005737,LSTM
7,E+T,8.322691,0.06878162,17.435039,0.1510678,22.304903,0.2291397,20.99369,0.5022955,23.922695,0.5882772,36.698406,0.6043449,17.969137,0.163009,XGBoost
7,E,14.596181,0.07337024,22.186641,0.09366836,27.304108,0.1259185,25.783114,0.2821818,28.895014,0.3433283,44.537418,0.5686453,23.093222,0.2290886,XGBoost
7,E+M,30.488693,0.07858256,35.911006,0.08136746,43.579554,0.08683813,33.759479,0.4636452,36.57165,0.3866824,53.41457,0.7001069,30.786859,0.2497689,XGBoost
7,E+T+M,50.003213,0.0350511,52.862801,0.030412,60.925835,0.02144153,41.976062,0.08669903,47.046751,0.08644632,60.182589,0.1256266,44.137321,0.07362371,XGBoost
7,E+T,26.016105,0.089913,32.42558,0.087431,39.430706,0.086091,22.041154,0.085134,26.028733,0.082684,42.632343,0.113965,21.105135,0.050984,RF
7,E+M,31.453444,0.110497,37.087279,0.090751,44.903072,0.113234,21.3995,0.262312,25.984277,0.205255,37.85272,0.093561,22.305028,0.124026,RF
7,E,31.627862,0.042614,37.245073,0.051139,45.010753,0.048122,19.115938,0.108165,24.286892,0.090946,37.101857,0.067568,21.549717,0.082041,RF
7,E+T+M,31.816243,0.077729,37.382171,0.07665,45.338514,0.087819,23.557442,1.044112,27.4058,0.741405,37.883954,0.24116,23.12964,0.419615,RF
7,E,15.02279132,,,,26.03050102,,21.10405325,,22.97518236,,28.1244551,,19.77717947,,VAR
7,E+M,6.302497025,,,,133.6572547,,74.39902411,,64.21126711,,46.62631842,,74.34941491,,VAR
7,E+T,14.96358385,,,,25.51739415,,22.7125304,,24.72442819,,28.6455187,,20.34194089,,VAR
7,E+T+M,6.21400531,,,,130.5923391,,75.14762731,,62.726121,,46.12249462,,68.92424167,,VAR
7,E,15.49546676,,21.0724079,,19.47027607,,14.77757175,,10.99403069,,8.13963165,,12.38210012,,VAR+OL
7,E+M,7.645349245,,18.79456335,,132.1194174,,79.83803291,,64.21126711,,45.27057987,,74.34941491,,VAR+OL
7,E+T,15.18688618,,21.16467952,,19.69327345,,12.67525498,,10.40728128,,8.774017177,,12.9251531,,VAR+OL
7,E+T+M,7.621977778,,18.93426225,,128.7771401,,81.12448058,,62.726121,,44.64072703,,68.92424167,,VAR+OL
8,E,5.845063,0.099997,5.709688,0.092189,5.766921,0.079316,13.591453,0.398247,14.442837,0.378249,11.811269,0.252297,9.096748,0.17158,FSNet
8,E+T,5.801778,0.085607,5.7245,0.092987,5.67451,0.06457,12.462316,0.163682,12.867332,0.189078,10.897219,0.109611,8.588741,0.107468,FSNet
8,E+M,5.606279,0.061024,5.203145,0.063321,5.265225,0.054803,11.797139,0.27785,12.503368,0.208672,10.458281,0.053587,8.101569,0.070569,FSNet
8,E+T+M,7.343178,0.098669,6.84317,0.14063,7.058954,0.166687,14.480976,0.814164,14.43797,0.522047,11.458779,0.343012,8.87683,0.238591,FSNet
8,E,6.439785,0.006466,8.106372,0.016611,7.903509,0.007231,15.744427,0.037587,18.05912,0.046884,16.478651,0.041526,13.752187,0.027243,NBEATS+OL
8,E+T,7.119611,0.038537,7.792463,0.0746,8.180553,0.037226,19.396689,0.074456,18.029724,0.080992,16.903126,0.097669,12.786279,0.053807,NBEATS+OL
8,E+M,5.901933,0.02634,7.644505,0.055348,7.017049,0.023602,16.41092,0.091804,17.907323,0.059729,17.414932,0.10723,13.795899,0.054963,NBEATS+OL
8,E+T+M,6.99637,0.060591,7.831046,0.086417,8.025953,0.040309,18.369686,0.100636,17.845929,0.071421,17.743393,0.172131,13.288911,0.067185,NBEATS+OL
8,E,5.180216,0.011002,7.228731,0.022004,11.715022,0.301829,87.358085,4.892637,106.987537,6.039205,83.101358,4.642028,61.627698,3.343298,NBEATS
8,E+T,2.14331,0.134701,6.926613,0.150099,12.307847,0.195152,84.76843,1.963995,110.956207,2.227766,77.966303,1.875904,59.285292,1.42748,NBEATS
8,E+M,4.220573,0.614305,7.244559,0.333446,11.665726,2.282771,76.237431,29.025027,92.947204,35.348019,73.378811,27.749414,53.641586,20.853624,NBEATS
8,E+T+M,2.171419,0.073722,7.473914,0.200419,16.453032,0.153912,134.570454,1.720835,173.043005,1.958133,126.761884,1.842031,95.06046,1.472519,NBEATS
8,E,8.340169,0.899981,12.104912,2.182698,11.418756,0.708397,21.360795,3.549706,22.479668,3.784258,17.600388,2.708066,13.48538,1.507952,LSTM+OL
8,E+T,7.589362,0.058151,9.480306,0.122432,12.495214,0.664004,38.268173,7.037598,33.485449,6.598471,23.08839,5.048815,14.347242,1.391699,LSTM+OL
8,E+M,7.678661,0.214807,10.612658,0.44343,10.750403,0.405741,21.66799,7.067804,22.053986,4.443324,17.35585,2.112782,13.458336,1.55409,LSTM+OL
8,E+T+M,7.34209,0.121289,9.90196,0.231372,10.213033,0.415015,22.175134,4.742884,20.999971,1.988087,18.310623,1.347476,13.227436,0.914188,LSTM+OL
8,E,5.747181,0.967012,7.591565,0.843991,18.015251,0.88435,180.272333,3.221334,220.826656,3.918131,171.096223,3.120946,125.25869,3.096049,LSTM
8,E+M,4.346098,0.428303,7.802833,0.701871,18.052387,0.423954,185.040988,1.959571,227.540651,1.797204,175.75482,2.094597,127.559704,2.23383,LSTM
8,E+T,4.496795,0.231969,6.982779,0.510684,17.823145,0.546973,181.813174,2.901589,224.164027,3.31049,172.396437,2.876276,123.948544,2.46806,LSTM
8,E+T+M,4.280211,0.374755,7.831276,0.492098,18.522054,0.354306,185.39487,2.816704,228.290164,2.975015,176.474902,2.997586,128.005444,2.21624,LSTM
8,E+T,5.174179,0.05822122,8.420499,0.05606741,19.160698,0.1276075,189.344949,0.9517364,232.74266,1.053089,180.149062,1.003079,130.904623,0.8113416,XGBoost
8,E,6.055254,0.04350366,8.219266,0.06723529,19.123867,0.07752579,188.565065,0.5567749,231.481547,0.5595718,179.206493,0.5583259,131.049642,0.5566528,XGBoost
8,E+T+M,7.882258,0.06275364,10.385221,0.08693506,21.364096,0.07112607,192.141009,0.5206642,235.06598,0.5053289,182.232524,0.5605532,134.751177,0.5296306,XGBoost
8,E+M,8.388431,0.09383154,10.686993,0.1306837,21.819378,0.0819253,191.201264,0.9282703,234.225157,0.8635999,180.251958,0.9436286,134.809515,0.8771574,XGBoost
8,E+M,6.160481,0.023914,8.398699,0.032952,19.490614,0.02624,191.758418,0.078873,234.626648,0.077752,182.226221,0.074198,134.4887,0.071199,RF
8,E,8.355233,0.008343,10.375707,0.015561,21.39762,0.008496,192.455354,0.013647,235.330726,0.013647,182.872892,0.013647,134.853846,0.013647,RF
8,E+T,12.72569,0.016145,13.96868,0.022067,25.254942,0.016902,193.532954,0.05934,236.408329,0.05934,183.950488,0.05934,135.931448,0.05934,RF
8,E+T+M,12.905613,0.045099,14.101668,0.046507,25.426005,0.045787,193.730474,0.026058,236.610153,0.025936,184.14775,0.026285,136.146673,0.027046,RF
8,E,5.045463996,,,,12.70079918,,89.64251112,,107.1660416,,87.43474421,,61.36688033,,VAR
8,E+M,2.557368292,,,,200.4249954,,146.0271465,,151.4051921,,167.7965062,,101.0015887,,VAR
8,E+T,4.967965756,,,,14.73631272,,101.8571518,,119.6361215,,101.8258124,,70.37800797,,VAR
8,E+T+M,2.408665919,,,,198.0391148,,145.2510836,,154.3889971,,166.3508933,,105.8458054,,VAR
8,E,5.086591389,,7.677300571,,7.862824624,,16.26701742,,17.79830062,,15.63750148,,12.72663899,,VAR+OL
8,E+M,2.74249143,,7.915371725,,200.1835532,,146.0271465,,151.4051921,,167.7965062,,101.0015887,,VAR+OL
8,E+T,5.029004816,,7.838383032,,7.880225587,,16.14598655,,17.72015993,,15.79893791,,12.74622036,,VAR+OL
8,E+T+M,2.946530168,,8.171544133,,197.3005768,,145.2510836,,154.3889971,,166.3508933,,105.8458054,,VAR+OL
9,E,6.565978,0.208333,6.570525,0.213272,4.683589,0.108616,2.31412,0.115814,3.559609,0.116585,1.931069,0.040333,4.312141,0.143846,FSNet
9,E+T,7.204938,0.168131,7.599184,0.210388,5.536593,0.084542,2.261674,0.070405,4.614683,0.117104,2.190979,0.050426,5.287158,0.150942,FSNet
9,E+M,7.078067,0.230376,6.78868,0.245512,5.090145,0.090618,2.31337,0.110466,4.2091,0.142085,2.071323,0.037931,5.171639,0.192481,FSNet
9,E+T+M,7.395835,0.219617,7.297017,0.218574,5.531316,0.116498,2.439967,0.096058,4.357091,0.098547,2.099316,0.046783,4.659977,0.167688,FSNet
9,E,11.743601,0.05921,14.312033,0.034028,11.441166,0.021544,3.984408,0.039696,10.865458,0.026796,3.501579,0.010764,11.531148,0.038599,NBEATS+OL
9,E+T,9.205899,0.050883,12.975899,0.055325,8.528847,0.028016,9.655636,0.039788,9.339007,0.083346,5.822701,0.073681,9.007785,0.058653,NBEATS+OL
9,E+M,7.408176,0.037368,9.754165,0.063225,6.562645,0.039739,7.591463,0.129686,6.084196,0.064206,3.923152,0.037611,6.815182,0.070388,NBEATS+OL
9,E+T+M,10.791667,0.096756,14.135221,0.083761,9.204889,0.061519,9.905379,0.192972,9.871948,0.078242,5.994057,0.128192,9.54743,0.113292,NBEATS+OL
9,E,7.412312,0.037236,11.361479,0.094172,10.467123,0.079645,21.88603,1.155855,15.14998,0.332586,23.248289,0.824085,11.893342,0.200708,NBEATS
9,E+T,2.311927,0.128391,10.617273,0.228549,7.044718,0.153294,38.998492,4.974473,24.214076,3.058665,34.585795,5.385964,14.620907,1.455274,NBEATS
9,E+M,2.536001,0.041249,7.554409,0.064449,5.47494,0.07982,25.727084,0.651594,11.17934,0.296878,22.386044,0.535198,8.388801,0.074768,NBEATS
9,E+T+M,2.446256,0.07041,9.969619,0.119525,6.445081,0.051285,37.492678,1.507646,22.952027,0.82733,33.780073,1.475878,14.34049,0.504583,NBEATS
9,E,20.963124,2.099012,22.478524,4.373455,43.964928,24.663369,6.673511,2.940748,22.121654,5.877005,20.358598,20.472906,47.154626,50.462121,LSTM+OL
9,E+T,12.818787,0.21565,15.435579,0.217726,13.263014,1.000766,3.561482,0.822013,14.88103,0.601909,4.290848,0.144051,16.0262,0.634889,LSTM+OL
9,E+M,19.759928,1.031651,20.883695,0.93983,19.57277,0.898759,6.97769,12.329508,16.243087,5.016386,3.957845,0.170854,16.901862,3.11174,LSTM+OL
9,E+T+M,12.483181,0.500698,14.494974,0.233719,12.15606,0.144757,4.654651,0.952547,13.829462,2.109676,4.348383,0.285776,14.540491,1.198907,LSTM+OL
9,E,5.339597,0.558199,8.855536,0.969288,6.911944,0.670437,30.411213,2.304541,16.470614,0.9638,27.007138,1.999173,10.762512,0.687746,LSTM
9,E+M,4.323831,0.589614,9.719265,0.971246,7.81663,0.683749,23.374083,2.321675,16.98864,0.915168,19.839618,2.309892,13.111262,0.274141,LSTM
9,E+T,6.018977,1.16923,8.713217,1.050392,7.132173,1.056351,30.947542,3.973406,16.265117,1.522866,27.569942,3.143617,11.386387,0.976371,LSTM
9,E+T+M,5.066982,3.782475,10.479406,2.879671,8.2138,3.301649,25.600789,8.579594,20.846955,3.991847,21.817353,8.146931,15.041266,1.975146,LSTM
9,E+T+M,4.420111,0.01457588,9.572464,0.02050398,7.439802,0.01883857,22.693472,0.2000282,14.656397,0.0879269,18.869835,0.1970067,10.405971,0.04490111,XGBoost
